,sms,label,cleaned
4973,"I'm fine. Hope you are good. Do take care.
",0,fine hope good take care
3297,"Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
",0,hi move pub would great c u u cud come
2683,"I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
",0,got call landlin number ask come anna nagar go afternoon
2375,"Dunno lei he neva say...
",0,dunno lei neva say
1217,"You have 1 new voicemail. Please call 08719181513.
",1,new voicemail plea call
3195,"And you! Will expect you whenever you text! Hope all goes well tomo 
",0,expect whenev text hope goe well tomo
4018,"Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.
",0,eek lot time especi sinc american pie like minut long stop sing
3401,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a Â£1500 Bonus Prize, call 09066364589
",1,valu custom plea advi follow recent review mob award bonu prize call
1030,"Its good, we'll find a way
",0,good find way
2822,"Oh god..taken the teeth?is it paining
",0,oh god taken teeth pain
546,"Then any special there?
",0,ani special
3622,"That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
",0,mean februari april get place stay hustl back forth dure audit season sinc sister move away harlem
886,"Gibbs unsold.mike hussey
",0,gibb unsold mik hussey
364,"Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
",0,busi tri finish new year look forward final meet
3979,"Reason is if the team budget is available at last they buy the unsold players for at base rate..
",0,reason team budget avail last buy unsold player base rate
911,"My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you
",0,love come took long leav zaher got word ym wa happi see wa sad left miss
909,"WHITE FUDGE OREOS ARE IN STORES
",0,white fudg oreo store
5324,"Thanks, I'll keep that in mind
",0,thank keep mind
5386,"How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IÂm knackered and iÂm dreading work tonight. What are thou upto tonight. X
",0,babe hope ok shit night sleep fell asleep knacker dread work tonight thou upto tonight x
568,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already
",0,anyway go gym whatev love smile hope ok good day babe miss much alreadi
4757,"Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..
",0,make life stressful alway find time laugh may add year life sure add life ur year gud ni swt dream
2055,"Y so late but i need to go n get da laptop...
",0,late need go n get da laptop
4082,"Hurry home. Soup is DONE!
",0,hurri home soup done
586,"Tell them u have a headache and just want to use 1 hour of sick time.
",0,tell u headach want use hour sick time
2583,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs Â£1.50 each
",1,free tarot text find love life tri free text chanc free msg
510,"Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
",0,opinion jada kusruthi lovabl silent spl charact matur stylish simpl pl repli
4266," &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla
",0,lt decim gt common car better buy china asia find less expens holla
5242,"Gud gud..k, chikku tke care.. sleep well gud nyt
",0,gud gud k chikku tke care sleep well gud nyt
1960,"Howz that persons story
",0,howz person stori
2450,"Then she dun believe wat?
",0,dun believ wat
440,"But i have to. I like to have love and arrange.
",0,like love arrang
280,"All done? All handed in? Celebrations in full swing yet?
",0,done hand celebr full swing yet
302,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?
",0,shit realli shock scari cant imagin second def night u think somewh could crash night save taxi
3139,"Wat r u doing now?
",0,wat r u
1882,"Ok.. Ã finishing soon?
",0,ok finish soon
2584,"Goodmorning, today i am late for 1hr.
",0,goodmorn today late hr
220,"Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
",0,yeah think use gt atm regist sure anyway help let know sure readi
4522,"Hi good mornin.. Thanku wish u d same..
",0,hi good mornin thanku wish u
3254,"K:)k..its good:)when are you going?
",0,k k good go
468,"When are you going to ride your bike?
",0,go ride bike
6,"Even my brother is not like to speak with me. They treat me like aids patent.
",0,even brother like speak treat like aid patent
47,"Fair enough, anything going on?
",0,fair enough anyth go
4079,"Gam gone after outstanding innings.
",0,gam gone outstand inning
3835,"Watching tv lor. Nice one then i like lor.
",0,watch tv lor nice one like lor
4300,"Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
",0,hurt tea make cri end life die plz keep one rose grave say stupid miss u nice day bslvyl
3878,"Sorry sir, i will call you tomorrow.  senthil.hsbc
",0,sorri sir call tomorrow senthil hsbc
5234,"YOU ARE CHOSEN TO RECEIVE A Â£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
",1,chosen receiv award pl call claim number collect award select receiv valu mobil custom
5554,"Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
",0,safe trip nigeria wish happi veri soon compani share moment
452,"Thanks for this hope you had a good day today
",0,thank thi hope good day today
3410,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! 
",0,come hill monster hope great day thing r go fine busi though
679,"Cause I'm not freaky lol
",0,cau freaki lol
2562,"And maybe some pressies
",0,mayb pressi
5065,"I dunno lei... Like dun haf...
",0,dunno lei like dun haf
2965,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?
",1,ever notic r drive anyon go slower idiot everyon drive faster maniac
3261,"I'm always looking for an excuse to be in the city.
",0,alway look excu citi
490,"I think i've fixed it can you send a test message?
",0,think v fix send test messag
5537,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop
",0,know thinkin malaria relax children cant handl malaria would wor gastroenter take enough replac loss temp reduc give malaria med vomit self limit ill ha mean day complet stop
36,"Oops, I'll let you know when my roommate's done
",0,oop let know roommat done
1841,"Yeah. I got a list with only u and Joanna if I'm feeling really anti social
",0,yeah got list onli u joanna feel realli anti social
808,"Boooo you always work. Just quit.
",0,boooo alway work quit
2164,"hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx
",0,hi darlin im way london smash anoth driver big dent im realli miss u u xxx
5437,"I'm wif him now buying tix lar...
",0,wif buy tix lar
1941,"Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
",0,dude avatar wa imp one point thought actual fli room almost tri hittng one reflex
4530,"Hiya, probably coming home * weekend after next
",0,hiya probabl come home weekend next
3394,"Ok thanx...
",0,ok thanx
2741,"Nothing. Can...
",0,noth
294,"Are you this much buzy
",0,thi much buzi
2457,"Onum ela pa. Normal than.
",0,onum ela pa normal
467,"They don't put that stuff on the roads to keep it from getting slippery over there?
",0,put stuff road keep get slipperi
1783,"My uncles in Atlanta. Wish you guys a great semester.
",0,uncl atlanta wish guy great semest
3777,"Ok lor. Msg me b4 u call.
",0,ok lor msg b u call
896,"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)
",0,superb thought grate u dont everyth u want mean u still opportun happier tomorrow u today
3190,"X2  &lt;#&gt; . Are you going to get that
",0,x lt gt go get
4918,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate
",1,thi nd time tri contact u u pound prize claim easi call onli p per min bt nation r
159,"Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
",1,custom servic annonc new year deliveri wait plea call arrang deliveri
4590,"Have you not finished work yet or something?
",0,finish work yet someth
316,"K.k:)advance happy pongal.
",0,k k advanc happi pongal
5098,"But i'm really really broke oh. No amount is too small even  &lt;#&gt; 
",0,realli realli broke oh amount small even lt gt
1689,"Nan sonathaya soladha. Why boss?
",0,nan sonathaya soladha whi boss
3954,"Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!
",1,refu loan secur unsecur get credit call free text back help
613,"I have many dependents
",0,mani depend
2408,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.
",0,solv case man wa found murder lt decim gt lt gt afternoon hi wife call polic polic question everyon wife sir wa sleep murder took place cook wa cook garden wa pick veget hous maid went post offic children went play neighbour went marriag polic arrest murder immedi repli reason u r brilliant
771,"Not getting anywhere with this damn job hunting over here!
",0,get anywh thi damn job hunt
3095,"Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...
",0,emigr someth ok mayb wa bit hope
1292,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?
",0,hey babe saw came onlin second disappear happen
235,"Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
",1,text meet someon sexi today u find date even flirt u join p repli name age eg sam msg recd thirtyeight penc
5197,"Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
",0,darren wa say dat u meet da ge den dun meet dinner co later u leav xy feel awkward den u meet lunch lor
326,"No calls..messages..missed calls
",0,call messag miss call
4888,"Todays Vodafone numbers ending with 4882 are selected to a receive a Â£350 award. If your number matches call 09064019014 to receive your Â£350 award.
",1,today vodafon number end select receiv award number match call receiv award
2205,"Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
",0,raji pl favour pl convey birthday wish nimya pl today birthday
915,"Call me da, i am waiting for your call.
",0,call da wait call
3392,"I'm in a meeting, call me later at
",0,meet call later
5140,"Yup... I havent been there before... You want to go for the yoga? I can call up to book 
",0,yup havent want go yoga call book
2807,"Can a not?
",0,
1883,"Sorry, I can't help you on this.
",0,sorri help
2756,"We r outside already.
",0,r outsid alreadi
4563,"How much u trying to get?
",0,much u tri get
2074,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop
",1,freemsg claim ur sm messag text ok us web mobil ur mate etc join txt com p wk c box la wu remov txtx stop
4462,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.
",0,thank repli today ur visa come r u still buy gucci bag sister thing easi uncl john also ha hi bill realli need think make money later sha
3177,"Havent still waitin as usual... Ã come back sch oredi?
",0,havent still waitin usual come back sch oredi
1779,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear
",0,wonder world th th ur style th ur smile th ur person rd ur natur nd ur sm st ur love friendship good morn dear
2921,"Thanx 4 the time weÂve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx
",0,thanx time v spent geva bin mint ur babi want u xxxx
4533,"Ok both our days. So what are you making for dinner tonite? Am I invited?
",0,ok day make dinner tonit invit
2390,"Boo. How's things? I'm back at home and a little bored already :-(
",0,boo thing back home littl bore alreadi
2420,"SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE
",1,sm servic inclu text credit pl gotto www comuk net login qxj unsubscrib stop extra charg help comuk cm ae
4652,"A Â£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a Â£400 reward. Just call 09066380611 
",1,xma reward wait comput ha randomli pick loyal mobil custom receiv reward call
4436,"Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
",1,b floppi b snappi happi onli gay chat servic photo upload call p min stop text call
3488,"Change windows logoff sound..
",0,chang window logoff sound
1661,"No just send to you. Bec you in temple na.
",0,send bec templ na
3737,"Hows the street where the end of library walk is?
",0,street end librari walk
4745,"""Thinking of u ;) x""
",0,think u x
2713,"Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
",0,hey still want go yogasana coz end cine go bath hav steam bath
5087,"Sorry i missed your call. Can you please call back.
",0,sorri miss call plea call back
2936,"Yeah, we got one lined up for us
",0,yeah got one line us
428,"Any pain on urination any thing else?
",0,ani pain urin ani thing els
1204,"Thanks for understanding. I've been trying to tell sura that.
",0,thank understand v tri tell sura
4416,"Yeah I should be able to, I'll text you when I'm ready to meet up
",0,yeah abl text readi meet
3222,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180
",1,thank rington order refer number x mobil charg tone arriv plea call custom servic
3121,"Good evening! this is roger. How are you?
",0,good even thi roger
4691,"Ok no prob
",0,ok prob
167,"URGENT! We are trying to contact you. Last weekends draw shows that you have won a Â£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
",1,urgent tri contact last weekend draw show prize guarante call claim code valid hr onli
4290,"Okay, good, no problem, and thanx!
",0,okay good problem thanx
765,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..
",0,wish famili merri x happi new year advanc
3322,"Yo im right by yo work
",0,yo im right yo work
4354,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits
",0,fun fact although would think armand would eventu build toler shit consid much smoke get fuck like hit
2798,"If I get there before you after your ten billion calls and texts so help me god
",0,get befor ten billion call text help god
5306,"Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
",0,pl ask macho much budget bb bold co saw new one lt gt dollar
1705,"What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.
",0,might accid tookplac somewh ghodbandar rd traffic move slove plz slip amp worri
4596,"Yo sorry was in the shower sup
",0,yo sorri wa shower sup
4428,"So what did the bank say about the money?
",0,bank say money
685,"I wanted to ask Ã¼ to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.
",0,want ask wait finish lect co lect finish hour anyway
224,"U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
",0,u say leh cour noth happen lar say v romant ju bit onli lor thk e nite sceneri nice leh
1956,"Aight I'll grab something to eat too, text me when you're back at mu
",0,aight grab someth eat text r back mu
401,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xÂ£150pw to eÂ£nd txt stop
",1,free rington text first poli text get true tone help st free tone x pw e nd txt stop
3803,"No da. I am happy that we sit together na
",0,da happi sit togeth na
2337,"""Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!""
",0,aww must nearli dead wel jez iscom todo workand whilltak forev
2995,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second
",0,idea guess work hour r suppo leav sinc usual nobodi ha ani interest figur shit befor last second
1592,"That's my honeymoon outfit. :)
",0,honeymoon outfit
1686,"Cramps stopped. Going back to sleep
",0,cramp stop go back sleep
3893,"URGENT This is our 2nd attempt to contact U. Your Â£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM
",1,urgent thi nd attempt contact u prize yesterday still await collect claim call acl pm
1969,"2 laptop... I noe infra but too slow lar... I wan fast one
",0,laptop noe infra slow lar wan fast one
3444,"Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
",0,board work fine issu overh also reslov still softwar inst pend come around clock
4582,"Not course. Only maths one day one chapter with in one month we can finish.
",0,cours onli math one day one chapter one month finish
3739,"We stopped to get ice cream and will go back after
",0,stop get ice cream go back
281,"You got called a tool?
",0,got call tool
2172,"I wont. So wat's wit the guys
",0,wont wat wit guy
1780,"Loan for any purpose Â£500 - Â£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'
",1,loan ani purpo homeown tenant welcom previou refus still help call free text back help
3167,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k
",1,hot live fantasi call p per min ntt ltd po box croydon cr wb k
1602,"Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
",0,carlo take hi sweet time usual let know patti done w smoke tell haul ass
5473,"Yup
",0,yup
2915,"Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
",1,sorri u unsubscrib yet mob offer packag ha min term week pl resubmit request expiri repli themob help info
1861,"It could work, we'll reach a consensus at the next meeting
",0,could work reach consensu next meet
3295,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)
",0,beauti tomorrow never come come alreadi today hunt beauti tomorrow wast wonder today goodmorn
4090,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea
",0,love brother time talk english grin say hey muhommad penni say hello across sea
3817,"How long does it take to get it.
",0,long doe take get
1489,"Tell them no need to investigate about me anywhere.
",0,tell need investig anywher
1551,"He says hi and to get your ass back to south tampa (preferably at a kegger)
",0,say hi get ass back south tampa prefer kegger
2561,"Are you still getting the goods.
",0,still get good
4779,"U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
",0,u r beauti girl ive ever seen u r babi come c common room
5332,"Dude im no longer a pisces. Im an aquarius now.
",0,dude im longer pisc im aquariu
118,"Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! 
",0,goodo ye must speak friday egg potato ratio tortilla need
2046,"Okay... I booked all already... Including the one at bugis.
",0,okay book alreadi includ one bugi
68,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!
",1,hear new divorc barbi come ken stuff
2819,"Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
",0,thk em find wtc far weiyi goin e rest dunno yet r ur goin dinner den might b abl join
4355,"important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
",1,import inform orang user xxxxxxx today lucki day find whi log onto http www urawinn com fantast surpri await
4619,"Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
",0,nvm go wear sport shoe anyway go late leh
4702,"I liked the new mobile
",0,like new mobil
1897,"I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
",0,tot u outsid co darren say u come shop cour nice wat ju went sim lim look mp player
4734,"Good Morning my Dear Shijutta........... Have a great &amp; successful day.
",0,good morn dear shijutta great amp success day
641,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out
",0,well imma definit need restock befor thanksgiv let know
992,"Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
",0,hi im relax time ever get everi day wa parti good night get home tomorrow ish
3537,"Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
",0,oic co n si got lunch today dad went dunno whether eat sch wat
4949,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...
",1,hi thi ami send free phone number coupl day give access adult parti
1240,"Hope you are having a great new semester. Do wish you the very best. You are made for greatness.
",0,hope great new semest wish veri best made great
1426,"I'll be at mu in like  &lt;#&gt;  seconds
",0,mu like lt gt second
2770,"Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner
",1,burger king wanna play footi top stadium get burger king befor st sept go larg super coca cola walk winner
3088,"So i asked how's anthony. Dad. And your bf
",0,ask anthoni dad bf
821,"Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*
",0,good afternoon starshin boytoy doe crave yet ach fuck sip cappuccino miss babe tea kiss
3841,"HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
",0,hey mate u honey u ave good holiday gimmi de goss x
5419,"Nope. I just forgot. Will show next week
",0,nope forgot show next week
1778,"Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
",1,buy space invad chanc win orig arcad game consol press game arcad std wap charg see co uk gam term set purcha
3501,"Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
",1,dorothi kiefer com bank granit issu strong buy explo pick member nasdaq symbol cdgt per
4651,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE ""
",0,final ha happen aftr decad beer cheaper petrol gover expect us drink drive
5429,"Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
",1,santa call would littl one like call santa xma eve call book time
1450,"say thanks2. 
",0,say thank
3806,"Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.
",0,dude makin weirdi browni sister made awesom cooki took pic
2851,"She's fine. Good to hear from you. How are you my dear? Happy new year oh.
",0,fine good hear dear happi new year oh
3980,"CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES
",0,ceri u rebel sweet dreamz littl buddi c ya moro need bloke
5427,"Otherwise had part time job na-tuition..
",0,otherwi part time job na tuition
1653,"For ur chance to win a Â£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk
",1,ur chanc win cash everi wk txt action c www movietrivia tv custcar x p wk
141,"K, text me when you're on the way
",0,k text r way
2585,"Hi happy birthday. Hi hi hi hi hi hi hi
",0,hi happi birthday hi hi hi hi hi hi hi
211,"What's up bruv, hope you had a great break. Do have a rewarding semester.
",0,bruv hope great break reward semest
1135,"U wake up already? Thanx 4 e tau sar piah it's quite nice.
",0,u wake alreadi thanx e tau sar piah quit nice
5489,"2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
",1,p per min call germani bt line p per min check planettalkinst com info c text stop opt
2953,"Tell me whos this pls:-)
",0,tell thi pl
3935,"How come guoyang go n tell her? Then u told her?
",0,come guoyang go n tell u told
2405,"Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
",0,plea give pick tuesday even ok
950,"Is that what time you want me to come?
",0,time want come
2032,"I noe la... U wana pei bf oso rite... K lor, other days den...
",0,noe la u wana pei bf oso rite k lor day den
5516,"Oh... Okie lor...We go on sat... 
",0,oh oki lor w go sat
3075,"Don know. I did't msg him recently.
",0,know msg recent
4234,"My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...
",0,love hope anyth drastic dare sell pc phone
504,"Lolnice. I went from a fish to ..water.?
",0,lolnic went fish water
4746,"Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
",1,camera award sipix digit camera call fromm landlin deliveri within day
5216,"Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
",1,natalja f invit friend repli ye see www sm ac u nat stop send stop frnd
3897,"tells u 2 call 09066358152 to claim Â£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
",1,tell u call claim prize u enter ur mobil person detail prompt care
4421,"Ok i msg u b4 i leave my house.
",0,ok msg u b leav hous
1285,"But if she.s drinkin i'm ok.
",0,drinkin ok
873,"I'll text you when I drop x off
",0,text drop x
304,"He is a womdarfull actor
",0,womdar actor
3800,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?
",0,actual nvm got hella cash still lt gt ish
462,"Great. Never been better. Each day gives even more reasons to thank God
",0,great never better day give even reason thank god
3443,"Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
",1,save money wed lingeri www bridal petticoatdream co uk choo superb select nation deliveri brought weddingfriend
3186,"MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
",0,mayb woke befor fuck thi problem
4823,"u r a winner U ave been specially selected 2 receive Â£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
",1,u r winner u ave special select receiv cash holiday flight inc speak live oper claim p min
4566,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)
",0,honeyb said sweetest world god laugh amp said wait u havnt met person read thi msg moral even god crack joke gm gn ge gn
2288,"Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8
",0,alex know guy sell mid south tampa think could set befor like
5407,"So how many days since then?
",0,mani day sinc
1088,"You can never do NOTHING
",0,never noth
1481,"Have you always been saying welp?
",0,alway say welp
5041,"Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
",1,natali f invit friend repli ye see www sm ac u natali k stop send stop frnd
3442,"Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
",1,get free mobil video player free movi collect text go free extra film order c appli yr onli
3514,"Staff of placement training in Amrita college.
",0,staff placement train amrita colleg
633,"Oh that was a forwarded message. I thought you send that to me
",0,oh wa forward messag thought send
2507,"Who u talking about?
",0,u talk
4128,"Sorry, I'll call later
",0,sorri call later
1996,"Shall i come to get pickle
",0,shall come get pickl
1814,"Yes we are chatting too.
",0,ye chat
3327,"Huh so fast... Dat means u havent finished painting?
",0,huh fast dat mean u havent finish paint
638,"When Ã¼ login dat time... Dad fetching Ã¼ home now?
",0,login dat time dad fetch home
3549,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...
",0,singl line big mean miss anyth ur best life miss ur best life anyth gud nyt
3333,"Ok... The theory test? when are Ã¼ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
",0,ok theori test go book think may coz thought wanna go jiayin isnt free
2140,"But i juz remembered i gotta bathe my dog today..
",0,juz rememb gotta bath dog today
1860,"What's up. Do you want me to come online?
",0,want come onlin
2897,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL
",1,pdate doubl min txt orang tariff latest motorola sonyericsson nokia bluetooth free call mobileupd call optout yhl
4538,"Normally i use to drink more water daily:)
",0,normal use drink water daili
3691,"What happen dear tell me
",0,happen dear tell
3891,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8
",1,doubl min txt orang tariff latest motorola sonyericsson nokia bluetooth free call mobileupd call optout hf
495,"Are you free now?can i call now?
",0,free call
2975,"I'll text carlos and let you know, hang on
",0,text carlo let know hang
